,0,1,accuracy,macro avg,weighted avg
precision,0.9154471544715447,0.87893864013267,0.8973727422003284,0.8971928973021073,0.8980021993441021
recall,0.8852201257861635,0.9106529209621993,0.8973727422003284,0.8979365233741814,0.8973727422003284
f1-score,0.900079936051159,0.8945147679324894,0.8973727422003284,0.8972973519918241,0.8974207177875583
support,636.0,582.0,0.8973727422003284,1218.0,1218.0
