,0,1,accuracy,macro avg,weighted avg
precision,0.9318936877076412,0.8892508143322475,0.9103618421052632,0.9105722510199443,0.9113086822213287
recall,0.8918918918918919,0.9301533219761499,0.9103618421052632,0.9110226069340208,0.9103618421052632
f1-score,0.9114541023558083,0.9092422980849291,0.9103618421052632,0.9103482002203687,0.9103863974980729
support,629.0,587.0,0.9103618421052632,1216.0,1216.0
