,predictor_name,coef,fold
98,lspFreq_sma.7._linregerrQ,0.8599224090333905,1
99,lspFreq_sma.7._quartile3,1.030021114794038,1
100,lspFreq_sma.7._iqr1.3,0.8100195298985817,1
101,pcm_zcr_sma_maxPos,-0.6830676962082841,1
102,pcm_zcr_sma_minPos,0.6330610594115702,1
103,pcm_zcr_sma_linregc1,-0.6431391574228433,1
104,voiceProb_sma_max,-0.9995330512666198,1
105,voiceProb_sma_amean,0.8150253259718849,1
106,voiceProb_sma_linregc2,1.3178560630033145,1
107,voiceProb_sma_skewness,0.37406920506916375,1
108,voiceProb_sma_quartile3,1.3898801624256318,1
109,F0_sma_maxPos,-0.7244114348484268,1
110,F0_sma_quartile1,0.8552144263012144,1
111,F0_sma_iqr2.3,-0.6723348063006621,1
112,F0env_sma_linregc1,-0.8329207027044998,1
113,F0env_sma_linregerrQ,-1.044769761077746,1
114,F0env_sma_stddev,-0.8629826194923047,1
115,F0env_sma_kurtosis,-0.8908651164943515,1
116,F0env_sma_iqr1.2,0.4522354744740301,1
117,pcm_intensity_sma_de_minPos,0.5997322627833857,1
118,pcm_intensity_sma_de_quartile3,0.4280847332162236,1
119,pcm_intensity_sma_de_iqr2.3,0.4361007367596371,1
120,pcm_loudness_sma_de_max,1.1347208816399839,1
121,pcm_loudness_sma_de_amean,0.6779842348098082,1
122,mfcc_sma_de.1._max,-0.5559545374924184,1
123,mfcc_sma_de.1._min,-1.2436285720332974,1
124,mfcc_sma_de.1._maxPos,0.8077162816630024,1
125,mfcc_sma_de.1._minPos,-0.9648330038119923,1
126,mfcc_sma_de.1._skewness,1.9343364141175927,1
127,mfcc_sma_de.1._quartile2,-1.548016995614182,1
128,mfcc_sma_de.1._quartile3,-0.7742518469061006,1
129,mfcc_sma_de.2._minPos,0.7968328859190431,1
130,mfcc_sma_de.2._amean,0.2910874447566838,1
131,mfcc_sma_de.2._linregerrA,1.4450899104003403,1
132,mfcc_sma_de.2._quartile3,0.9773942268554516,1
133,mfcc_sma_de.2._iqr1.2,1.2552597338572244,1
134,mfcc_sma_de.2._iqr1.3,1.2997953871367085,1
135,mfcc_sma_de.3._maxPos,0.7022335163407751,1
136,mfcc_sma_de.3._skewness,-0.5818073239990929,1
137,mfcc_sma_de.3._quartile2,0.8154296231480691,1
138,mfcc_sma_de.4._maxPos,0.8593545499722511,1
139,mfcc_sma_de.4._amean,0.4026181301844862,1
140,mfcc_sma_de.4._quartile2,0.7223025694816436,1
141,mfcc_sma_de.4._iqr1.2,1.0702276413102636,1
142,mfcc_sma_de.5._max,0.11422427149380487,1
143,mfcc_sma_de.5._skewness,0.600673036680853,1
144,mfcc_sma_de.5._quartile2,-0.40714495988764465,1
145,mfcc_sma_de.5._iqr2.3,1.0476900646607672,1
146,mfcc_sma_de.6._linregc2,1.379193143816785,1
147,mfcc_sma_de.6._quartile3,1.109600983109814,1
148,mfcc_sma_de.6._iqr1.2,0.8052120638901967,1
149,mfcc_sma_de.7._min,0.567663210421677,1
150,mfcc_sma_de.7._linregc2,1.4040012363875083,1
151,mfcc_sma_de.7._skewness,0.7530761629102853,1
152,mfcc_sma_de.8._kurtosis,-0.2534487493095816,1
153,mfcc_sma_de.8._quartile2,0.8386010514737465,1
154,mfcc_sma_de.8._iqr1.2,0.43796226910465696,1
155,mfcc_sma_de.9._quartile1,0.9580094621386408,1
156,mfcc_sma_de.9._quartile2,0.2414178692011264,1
157,mfcc_sma_de.10._maxPos,-0.7451648978168262,1
158,mfcc_sma_de.10._linregc2,1.0507632958155955,1
159,mfcc_sma_de.10._skewness,1.1083213382530654,1
160,mfcc_sma_de.10._kurtosis,-0.6887679998072187,1
161,mfcc_sma_de.11._min,-0.5466940558924598,1
162,mfcc_sma_de.11._maxPos,0.483393878084147,1
163,mfcc_sma_de.11._linregc2,1.082999436050565,1
164,mfcc_sma_de.11._linregerrQ,1.7321592074816878,1
165,mfcc_sma_de.11._quartile3,0.94910173726816,1
166,mfcc_sma_de.12._minPos,-0.7132900958398016,1
167,mfcc_sma_de.12._skewness,-1.3794300262827859,1
168,mfcc_sma_de.12._iqr2.3,0.18266451611814993,1
169,lspFreq_sma_de.0._min,0.7533918637936237,1
170,lspFreq_sma_de.0._minPos,0.7073211459191708,1
171,lspFreq_sma_de.0._quartile2,0.6366575917649233,1
172,lspFreq_sma_de.0._iqr2.3,-1.3136296429526237,1
173,lspFreq_sma_de.1._minPos,-0.9920424934035559,1
174,lspFreq_sma_de.1._amean,-0.4716681128865936,1
175,lspFreq_sma_de.1._quartile3,-1.500928292151987,1
176,lspFreq_sma_de.2._maxPos,-0.43283003076748894,1
177,lspFreq_sma_de.2._minPos,-0.7434373144468016,1
178,lspFreq_sma_de.2._amean,-0.8637977491652231,1
179,lspFreq_sma_de.3._min,-0.3435197036384321,1
180,lspFreq_sma_de.3._maxPos,0.42265232204939884,1
181,lspFreq_sma_de.3._kurtosis,0.2729846589235295,1
182,lspFreq_sma_de.3._iqr1.2,-0.7361295125535579,1
183,lspFreq_sma_de.4._max,-0.7819866725043028,1
184,lspFreq_sma_de.4._kurtosis,-0.9805549948146622,1
185,lspFreq_sma_de.4._quartile3,-0.640889456790132,1
186,lspFreq_sma_de.4._iqr1.2,-0.49155047362222737,1
187,lspFreq_sma_de.4._iqr1.3,-0.5527337679413544,1
188,lspFreq_sma_de.5._linregc2,-0.4702396163100149,1
189,lspFreq_sma_de.5._kurtosis,-1.940902168931486,1
190,lspFreq_sma_de.6._quartile3,-0.9267260910400323,1
191,lspFreq_sma_de.6._iqr2.3,-0.4978078482955459,1
192,lspFreq_sma_de.6._iqr1.3,-0.8362021769531673,1
193,lspFreq_sma_de.7._min,-0.39326897158322005,1
194,lspFreq_sma_de.7._linregc2,-0.7315091950684809,1
195,lspFreq_sma_de.7._skewness,-0.19362985695300283,1
196,pcm_zcr_sma_de_min,0.6962686366241413,1
197,pcm_zcr_sma_de_maxPos,0.5771200640144925,1
198,pcm_zcr_sma_de_linregc2,-0.35966635388184764,1
199,voiceProb_sma_de_minPos,-0.47757033957688727,1
200,voiceProb_sma_de_linregc1,-0.3493615250210782,1
201,voiceProb_sma_de_linregerrQ,2.3313638624638733,1
202,voiceProb_sma_de_quartile3,-0.005504632030242318,1
203,voiceProb_sma_de_iqr2.3,-0.3225703789074912,1
204,F0_sma_de_max,0.9070644025433818,1
205,F0_sma_de_linregc1,-0.4371064721688942,1
206,F0_sma_de_skewness,0.9721293936768866,1
207,F0_sma_de_quartile2,-0.6565866779377414,1
208,F0_sma_de_quartile3,-1.0846886268162286,1
209,F0env_sma_de_min,0.8931607318656117,1
210,F0env_sma_de_range,-0.46962070950635315,1
211,F0env_sma_de_kurtosis,0.8262984206716789,1
212,F0env_sma_de_quartile1,-0.9469501773006441,1
213,F0env_sma_de_iqr1.2,0.9530457456134136,1
214,F0env_sma_de_iqr1.3,0.9222837846679139,1
215,pcm_intensity_sma_kurtosis,0.7937418535873023,2
216,pcm_intensity_sma_quartile1,0.40541106251887393,2
217,pcm_intensity_sma_quartile3,1.3631397005668506,2
218,pcm_loudness_sma_iqr2.3,-0.8702787384078271,2
219,mfcc_sma.1._minPos,0.6323423320830082,2
220,mfcc_sma.1._kurtosis,0.6164342182233221,2
221,mfcc_sma.1._iqr1.2,-0.7990799597594008,2
222,mfcc_sma.2._max,0.8788739426850032,2
223,mfcc_sma.2._maxPos,0.20969989285513557,2
224,mfcc_sma.2._linregc2,-1.388364821016923,2
225,mfcc_sma.2._linregerrQ,-1.1250295787259135,2
226,mfcc_sma.2._stddev,-1.290834339599252,2
227,mfcc_sma.3._kurtosis,1.7613210519970264,2
228,mfcc_sma.4._min,0.3434946398560065,2
229,mfcc_sma.4._amean,1.4949986129155413,2
230,mfcc_sma.4._linregerrA,-0.5234804883312845,2
231,mfcc_sma.4._kurtosis,1.101387121543892,2
232,mfcc_sma.4._quartile1,1.2596108276958065,2
233,mfcc_sma.5._range,-0.637374032713935,2
234,mfcc_sma.6._minPos,1.1323314507774471,2
235,mfcc_sma.6._kurtosis,1.0634731958081094,2
236,mfcc_sma.6._quartile2,1.2911974461450104,2
237,mfcc_sma.6._iqr1.2,0.7271221854756564,2
238,mfcc_sma.6._iqr2.3,-1.2586026944011688,2
239,mfcc_sma.7._range,-0.408248396428597,2
240,mfcc_sma.7._maxPos,0.7838517740137537,2
241,mfcc_sma.7._linregc2,-1.6869453765705282,2
242,mfcc_sma.7._skewness,0.8031618350437959,2
243,mfcc_sma.7._quartile3,-2.7933839911662512,2
244,mfcc_sma.8._min,1.3767026595800553,2
245,mfcc_sma.8._amean,1.0471459362314726,2
246,mfcc_sma.8._linregc2,0.700800100789267,2
247,mfcc_sma.8._skewness,0.3181984815586798,2
248,mfcc_sma.8._quartile3,1.218136982747399,2
249,mfcc_sma.9._amean,-0.21830346707198123,2
250,mfcc_sma.9._quartile3,0.031262446160467694,2
251,mfcc_sma.9._iqr1.2,1.8232518561123219,2
252,mfcc_sma.9._iqr2.3,-0.7200901399231929,2
253,mfcc_sma.10._iqr1.2,0.7678667405170764,2
254,mfcc_sma.11._maxPos,-1.0519539753341278,2
255,mfcc_sma.11._minPos,0.21524285169571297,2
256,mfcc_sma.11._skewness,1.4730180238063284,2
257,mfcc_sma.11._kurtosis,1.8649819227724713,2
258,mfcc_sma.11._quartile3,1.442509157918032,2
259,mfcc_sma.11._iqr1.2,-1.038232614081084,2
260,mfcc_sma.11._iqr2.3,0.6820784868694474,2
261,mfcc_sma.12._range,-0.9448131208574946,2
262,mfcc_sma.12._minPos,0.5346327929671242,2
263,mfcc_sma.12._linregc2,-1.0069783994917962,2
264,lspFreq_sma.0._skewness,-0.7574984437460344,2
265,lspFreq_sma.1._linregc1,-0.5451732652596217,2
266,lspFreq_sma.1._linregc2,1.7873566993274768,2
267,lspFreq_sma.1._linregerrQ,1.8001316323029612,2
268,lspFreq_sma.1._kurtosis,0.7364389853936288,2
269,lspFreq_sma.1._quartile2,0.9458408991439189,2
270,lspFreq_sma.2._min,0.566111784123673,2
271,lspFreq_sma.2._linregc1,-0.6586984437462726,2
272,lspFreq_sma.2._kurtosis,0.8169734975242717,2
273,lspFreq_sma.3._range,-1.3830146647253547,2
274,lspFreq_sma.3._skewness,-1.9109914016397531,2
275,lspFreq_sma.4._minPos,0.836975152595339,2
276,lspFreq_sma.4._linregc1,-0.9495266171079488,2
277,lspFreq_sma.4._stddev,-1.6913441197808314,2
278,lspFreq_sma.4._iqr2.3,0.23188076579603267,2
279,lspFreq_sma.5._min,0.8650554001147077,2
280,lspFreq_sma.5._maxPos,-0.8914697637131449,2
281,lspFreq_sma.5._iqr2.3,0.8059204390061055,2
282,lspFreq_sma.5._iqr1.3,0.9882510775119693,2
283,lspFreq_sma.6._min,1.2671485699858671,2
284,lspFreq_sma.6._minPos,0.3067130133200031,2
285,lspFreq_sma.6._kurtosis,1.459827349725709,2
286,lspFreq_sma.6._iqr1.2,-1.9069165300718012,2
287,lspFreq_sma.6._iqr2.3,0.49083731372240624,2
288,lspFreq_sma.7._max,0.5213594215433628,2
289,lspFreq_sma.7._quartile3,1.3806338713252087,2
290,lspFreq_sma.7._iqr1.2,1.4598791256495858,2
291,pcm_zcr_sma_linregc1,-0.7411954447444928,2
292,voiceProb_sma_linregc2,1.0040005772556675,2
293,voiceProb_sma_quartile3,1.2147222330542577,2
294,F0_sma_minPos,-0.5334730362365864,2
295,F0_sma_quartile1,-0.03886946615967857,2
296,F0env_sma_maxPos,0.744566658852554,2
297,F0env_sma_linregc1,-1.2039633550622006,2
298,F0env_sma_linregerrQ,-0.9207614770394973,2
299,F0env_sma_kurtosis,-2.0083350585403665,2
300,F0env_sma_iqr1.2,0.6385082526689503,2
301,F0env_sma_iqr2.3,-0.49891128502485416,2
302,pcm_loudness_sma_de_maxPos,0.3931895065835634,2
303,pcm_loudness_sma_de_skewness,0.34543732542971584,2
304,pcm_loudness_sma_de_kurtosis,-0.10661434949603049,2
305,mfcc_sma_de.1._maxPos,0.40743277372480363,2
306,mfcc_sma_de.1._skewness,0.5370960032798657,2
307,mfcc_sma_de.1._quartile2,-1.1413339769014421,2
308,mfcc_sma_de.2._linregerrA,1.5743548120624244,2
309,mfcc_sma_de.2._skewness,0.06984889597476152,2
310,mfcc_sma_de.2._kurtosis,-0.5837488584092921,2
311,mfcc_sma_de.3._skewness,-0.44165863663618454,2
312,mfcc_sma_de.4._linregc1,0.868578068234027,2
313,mfcc_sma_de.4._linregerrQ,1.564628371185141,2
314,mfcc_sma_de.4._skewness,0.25544562810749727,2
315,mfcc_sma_de.4._quartile1,-0.9547765281167573,2
316,mfcc_sma_de.5._range,0.027853220067753037,2
317,mfcc_sma_de.5._minPos,0.43868191212874286,2
318,mfcc_sma_de.5._linregc2,-0.6878412937442611,2
319,mfcc_sma_de.5._kurtosis,-0.13962846464525247,2
320,mfcc_sma_de.5._quartile2,-0.291534404564729,2
321,mfcc_sma_de.6._minPos,0.7366954256050262,2
322,mfcc_sma_de.6._linregc2,1.3847104065521416,2
323,mfcc_sma_de.6._skewness,0.6973805301885911,2
324,mfcc_sma_de.6._quartile1,-0.9692699749294191,2
325,mfcc_sma_de.6._iqr2.3,0.5050358500166003,2
326,mfcc_sma_de.7._linregc2,1.5303691637115113,2
327,mfcc_sma_de.7._quartile2,-0.859602425436341,2
328,mfcc_sma_de.7._iqr2.3,0.24022179484058204,2
329,mfcc_sma_de.8._amean,-0.7981058346537083,2
330,mfcc_sma_de.8._stddev,0.43777735131181345,2
331,mfcc_sma_de.8._skewness,-0.5271586406778896,2
332,mfcc_sma_de.8._iqr1.2,0.657748472594627,2
333,mfcc_sma_de.9._minPos,0.20252684832183035,2
334,mfcc_sma_de.9._kurtosis,1.0140693678611956,2
335,mfcc_sma_de.9._quartile2,0.47827660434476105,2
336,mfcc_sma_de.10._maxPos,-1.293460853713702,2
337,mfcc_sma_de.10._kurtosis,-0.2323902009646306,2
338,mfcc_sma_de.10._iqr2.3,0.7873387264711175,2
339,mfcc_sma_de.11._linregc2,1.4145024039424852,2
340,mfcc_sma_de.11._linregerrQ,0.9712963300585004,2
341,mfcc_sma_de.11._kurtosis,0.7807302453895857,2
342,mfcc_sma_de.12._min,-0.25878249270634845,2
343,mfcc_sma_de.12._linregc2,0.7572665165080068,2
344,mfcc_sma_de.12._linregerrQ,0.42088653724464,2
345,mfcc_sma_de.12._skewness,-1.046585056976254,2
346,mfcc_sma_de.12._kurtosis,0.33675157358165597,2
